,colon_norm1,colon_norm2,colon_norm3,colon_tum1,colon_tum2,colon_tum3,liver1,liver2,liver3,liver4,liver5,liver6,liver7,liver8,liver9,met1,met2,met3,met4,met5,met6,met7,met8,met9,M12_1,M18,M19,M2,M21,M28,M3,M34,M40,M5,MN12_1,MN15,MN18,MN19,MN2,MN21,MN28,MN3,MN34,MN40,MN5,P12,P15_1,P18,P19,P21,P28,P3,P34,P40,P5,PN10,PN13,PN14,PN15_1,PN15_2,PN16,PN18,PN2,PN21,PN22,PN27,PN28,PN29,PN30,PN31,PN32,PN34,PN37,PN4,PN5,PN6,D103,D106,D107_merged,D111_merged,D114_merged,D119_merged,D121,D128,D136_merged,D138_merged,D139_merged,D13_merged,D141,D144_merged,D145_merged,D146,D158,D15_merged,D15_single,D161_merged,D164_merged,D166,D168,D16_merged,D17,D170,D173_merged,D175,D18,D180_merged,D183,D186,D187_merged,D189_merged,D19,D192,D193_merged,D194,D199_merged,D206_merged,D209,D211_merged,D212_merged,D213_merged,D214_merged,D219_merged,D222_merged,D224,D230,D233,D242,D243,D246,D248,D252,D260,D263,D269,D274,D27_merged,D28_merged,D311,D312,D315,D35,D38,D3_merged,D43_merged,D44,D5,D50_merged,D53_merged,D54_merged,D56_merged,D57,D63_merged,D64_merged,D65_merged,D68,D73_merged,D75_merged,D77_merged,D78_merged,D81_merged,D83_merged,D86_merged,D8_merged,D97_merged,SRR1273998_control_Liver,SRR1273999_control_Liver,SRR1274000_control_Liver,SRR1274001_control_Liver
Hsa-Mir-430-P2_3p ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9073721812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1912456171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5059192553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2222392606,155.2057416718,0,0,0,0,0,0,0,0,0,0,0,0,0
Hsa-Mir-430-P30_5p ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hsa-Mir-430-P31_3p ,0,0,0.098603897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3737499466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4684880859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1149173658,0,0,0,0,0,0,0.1150648546,0,0,0,0,0.2455591849,0,0,0,0,0,0,0.2359599689,0.5239766474,0,0,0,0,0.3932310775,0,0,0,0,0,1.2134449703,0,0,0,0,0,0,0,0.7026216923,0.3887045566,0,0,0.456155268,0,0,0,0,0.3722772572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2041915627,0,0,0,0.4356210846,0,0.938007814,0,0,0,0,0,0,0,0,0,0.2453928113,0,1.1137730286,0.7992340141,0.4066721893,0.2782551399,0,0.7838673822,0,0,0,0.4901038236,0,0,0,0.5479181849,0,0,0,0,0
Hsa-Mir-430-P32-33_3p ,0,0,0,0,0,0.5024363137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3629488725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1561626953,0,0,0.1800085072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.317953903,0.2455591849,0.2922293299,0,0,0,0,0.7399125867,0.2359599689,0,0,0,0,0,0.3932310775,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7026216923,0,0,0,0.9123105359,0.4002920531,0,0.7592988483,0,0,0.2979888731,0,0.3590161521,0.9371491548,0,0,0.3228131748,0,0,0,0,0,0,0,0.430845802,0,0.2234031811,0.4083831254,0,0,0,1.3068632537,0.5192455777,0.5628046884,0.5896393294,0,0,0.5021549982,0,0,0,0,0.3662936576,0,0,0.3712576762,0,0.4066721893,0,0,1.5677347644,0,1.110981908,0.4084376687,0,0,0,0.3678401749,0.5479181849,0,0,0,0,0
Hsa-Mir-430-P34_3p ,0,0,0,0,0,0.3349575425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1321926692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2717927504,0,0,0,0,0,0,0,0,0,0.4212615773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5126759119,0,0,0,0,0,0,0,0,0,0,0,0.5822918074,0,0,0,0.1876015628,0,0,0,0,0,0.3551500847,0,0,0,0,0,0,0,0,0,0,0,0,0.3703273027,0,0,0,0.3995834742,0,0,0,0,0,0,0
Hsa-Mir-430-P35_3p ,0,0,0,0,0.2274504488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4219003404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5436818461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5192455777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hsa-Mir-430-P36_3p ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0801953752,0,0,0,0,0,0,0,0,0,0,0,0,0.2046407613,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1872180263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1149173658,0,0,0,0,0,0,0.1150648546,0,0,0,0,0,0,0,0.4254747021,0,0,0,0,0,0,0,0,0,0.786462155,0,0,0,0,0,1.2134449703,0,0,0.4212615773,0,0,0,0,1.4052433846,0,0.5966861246,0,0,0,0,0.7592988483,0.4834458473,0.3722772572,0,0,0,0.4685745774,0,0,0,0,0,0,0,0,0,0,0.430845802,0,0,0.8167662509,0,1.1645836148,0,0.4356210846,1.0384911554,0.5628046884,0,0,0,0.5021549982,0,0,0,0,0.7325873153,0.7361784339,0,0.7425153524,0,0,0.2782551399,0,0.7838673822,0,0.7406546054,0.4084376687,0,0.9467258433,0.3995834742,0,0.5479181849,0,0,0,0,0
Hsa-Mir-430-P37-38_3p ,0.2893634063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3123253906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2922293299,0,0,0,0,0,0,0,0,0,0,0,0.3932310775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4685745774,0,0,0,0,0,0,0,0,1.2004672218,0.4434001877,0,0,0,0.4083831254,0,0.5822918074,0,0,0,0,0,0,0,0,0.3827389334,0,0,0,0,0,0.3268579505,0.7425153524,0,0,0,0,1.5677347644,0,0.3703273027,0,0,0,0,0,0.5479181849,0,0,0,0,0
Hsa-Mir-430-P39-40_3p ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hsa-Mir-430-P3_3p ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.240213521,0,0,0,0,0,0,0,0,0,29.0030931407,0,0,0,0,0,0,0,0,0,0,0,0,0
Hsa-Mir-430-P41_3p ,0,0,0.098603897,0,0,0,0,0,0,0,0,0,0,0,0,0.0801953752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1561626953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2359599689,0,0,0.4425146871,0,0,0.3932310775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5966861246,0,0,0.2001460265,0,0,0,0.3722772572,0.5959777462,0,0.3590161521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2041915627,0,0,0,0.4356210846,0,0,0,0,0,0,0,0,0,0,0,0.2453928113,0,0,0,0.4066721893,1.3912756996,0,0,0.474732595,0.3703273027,1.6337506749,0,0,0.3995834742,0,0,0,0,0,0,0
Hsa-Mir-430-P42_3p ,0,0,0,0.2179074608,0.4549008976,0.1674787712,0,0,0,0,0,0,0,0,0,0,0.3047942304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6862504238,0.1561626953,0,0,0,0,0,0,0,0.3266168924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6295924837,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2134449703,0,0,0,0.323583336,0,0,0,0,0.7774091131,0,0,0,0,0,0,0,0,0,0,0,0.4685745774,0.4531107412,0,0.3228131748,0,0,0,0,0,0,0,0,0,0,0.2041915627,0,0.5822918074,0,0,0,0.3752031256,0,0,0,0,0,0,0,0,0,0,0.3268579505,0.3712576762,0,0.4066721893,0.2782551399,0,0,0,0,0.4084376687,0,0,0,0,0,0,0,0,0,0
Hsa-Mir-430-P43_5p ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4219003404,0,0,0,0,0,0,0,0,0.4832657164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4834458473,0,0,0,0,0,0,0.3344672889,0,0,0,0,0,0,0,0,0,0,0,0.2041915627,0,0,0,0,0,0.1876015628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hsa-Mir-430-P43_3p ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1262646031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1561626953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2922293299,0,0,0,0,0,0,0,0,0,0,0.2717927504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1876015628,0,0,0,0,0,0,0,0,0,0,0,0.3712576762,0,0,0,0,0.7838673822,0,0,0,0,0,0,0,1.0958363697,0,0,0,0,0
Hsa-Mir-430-P44_5p ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1252377796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1561626953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.378378542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4002920531,0,0,0,0.3722772572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7992340141,0,0,0,0,0,0.3703273027,0,0.4901038236,0,0,0,0,0,0,0,0,0
Hsa-Mir-430-P44_3p ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2559522987,0,0,0,0,0.2663955116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2979888731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2234031811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hsa-Mir-430-P47_5p ,0,0,0,0,0,0.1674787712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3725008475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3932310775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2001460265,0,0,0,0,0,0,0,0,0,0.3344672889,0,0,0,0,0,0,0,0,0,0,0,0.2041915627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4066721893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hsa-Mir-430-P48_5p ,0,0,0,0,0,0.1674787712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2504755592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6862504238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3887045566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5192455777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2222392606,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hsa-Mir-430-P49-50_5p ,0,0,0,0.2179074608,0,0.1674787712,0,0,0,0,0,0,0,0,0,0.0801953752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7026216923,1.1661136697,0,0,0.456155268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4083831254,0,0,0,0,0,0.1876015628,0,0,1.7589669939,0,0.3827389334,0,0,1.414196125,0,0.2453928113,0,0.3712576762,0,0.8133443785,1.9477859795,0.2222392606,0,0,0.7406546054,1.6337506749,0,0,0,0,0,0,0,0,0,0
Hsa-Mir-430-P4_3p ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3629488725,0,0,0,0,0,0.1891945685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75.2512686894,0,0,0,0,0,0,0,0,0,0,0,0,0
Hsa-Mir-430-P5_3p ,0,0,0,0,0.6823513463,0,0,0.2410447651,0,0,0.9016262633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4092815227,0,0,0,0,0,0,0.4209142173,0,0,0,0,0,0,0.1872180263,0,0.1251635418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2455591849,0.2922293299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4084376687,0,0,0,0,0,0,0,0,0,0
Hsa-Mir-430-P6_3p ,0,0,0,0.6537223824,0.6823513463,0,0,1.2052238257,0,1.2256178646,1.8032525266,1.1891023526,0,2.0683010933,0.5379797569,0,0,0,1.3120346377,0,0,0,0,0,0.5050584125,0.319582957,0,0,4.7067375106,0,0,0,0,0,0.6429124448,1.683656869,1.0982357209,0,0,0.4191185099,0,1.8544308844,0,0,1.5019625018,0,0,0,0.1561626953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2455591849,0,0.2663955116,0,0.4051000476,0,0,0,0,0.8438006808,0,0,0,0,0,0,0,0,0,0,1.0867622039,0,1.263784732,0,0,0,0,0,0,0,0,0,0.2001460265,0,0.3796494241,0,0,0.5959777462,1.036557303,0,0,0,0.3344672889,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5822918074,0,0.8712421692,0.5192455777,0,0,0,0,0,0.3827389334,0,0,0,0,0,0.3268579505,0,0,0.4066721893,0.2782551399,0.2222392606,3.1354695287,0,0,0.8168753375,0,0,0,0.7356803498,0,0,0,0.3862826399,0,0
Hsa-Mir-430-P7_3p ,0.2893634063,0.1450434449,0,0.6537223824,0,0.3349575425,0.4696948205,0,3.1800311007,0,6.311383843,1.7836535289,4.1067068455,0.4136602187,0.5379797569,0,0,0,3.9361039131,0.2393469657,1.2761357928,0,0.1245833155,0.1252377796,0.7575876188,0.319582957,0,0,6.3438636012,0.2329601855,0,0,0,0,0.6429124448,8.8391985625,2.3795107287,0.6931462393,0,0.209559255,0,0,0.1872180263,0.7081711621,0.8761447927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1201843917,0,0.1776017862,0,0,0,0,0,0,0.1003369516,0,0,0,0,0.1476731656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3101940946,0,0,0.4832657164,0,1.0867622039,0,0,0,0,0.5436818461,0,0.7026216923,0.7774091131,0,0,0,0,0,0,0,0.7445545144,0,0,1.0770484564,0,0,0,0,0.5126759119,0,0,1.0118385106,0.4205347099,0,0.8868003755,0.430845802,0,0,0.2041915627,0,0,0,0.4356210846,0,0,0,0,0,0,0,0.3551500847,0,0,0,0.2453928113,0,0,0,0,0.5565102799,0,0.7838673822,0,0,0.4084376687,0,0,0,0,0,0,0.2229861231,0.5794239599,0,0
Hsa-Mir-430-P8a-b_3p ,0,0,0.098603897,0,0.4549008976,1.1723513986,0,0,0,0,0,0,0,0,0,0.4009768759,0,0,0,0,0.1417928659,0.5444233087,0,0,0.1262646031,0.319582957,0,0,0.2046407613,0,0,0.1564155806,0,0,0.1607281112,0,0,0,0,0,0,0,0.3744360525,0,0.1251635418,0,0.3177633022,0,0.9369761718,0,0.1693909818,0,0,0,0.3690023965,0,0,0,0,0,0,0,0,0,0,0.2298347316,0,0,0,0,0,0,0,0,0,0,0.317953903,0.7366775548,1.4611466494,0.2663955116,0,0.4051000476,1.2591849673,0.7399125867,0.7078799068,1.0479532948,1.6876013616,0.8850293741,0.8141519142,0.8153782513,1.5729243101,0,0,0,0,1.4497971492,2.4268899405,0,0,3.3700926186,0.9707500079,4.4683650922,1.0873636922,1.7322151307,12.6471904618,1.9435227828,0,0.2860061754,3.1930868757,1.0007301327,0.2338803248,0.7592988483,0.9668916946,1.1168317716,0.8939666193,2.0731146059,0.3590161521,1.8742983096,1.3593322235,0,0.9684395243,1.0253518238,0,0.401100781,0.5059192553,0,0.6002336109,0.4434001877,2.5850748121,0,0.2234031811,1.8377240645,0,3.4937508443,0.5469499065,2.6137265075,1.5577367331,2.0636171908,1.7689179882,0,0,2.0086199927,0.3827389334,1.065450254,0,1.414196125,0.3662936576,0.7361784339,0.9805738514,3.3413190859,0,0,0.5565102799,0.2222392606,16.4612150258,1.424197785,3.3329457241,2.8590636812,1.4703114708,0,0.7991669484,0.7356803498,1.0958363697,1.3972539768,0,0,0,0
Hsa-Mir-430-P9-10_5p ,0,0,0.098603897,0,0,0.6699150849,0,0,0,0,0,0,0,0,0,0.1603907504,0,0,0,0,0,0,0,0,0.1262646031,0,0,0,0,0.4659203709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1561626953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2717927504,0,0,0.3101940946,0,0,0,0,0.543381102,0,0,0,0,0,0,1.4052433846,0,0.5966861246,0,0.9123105359,0.2001460265,0,0.3796494241,0,0,0,0,0,1.4057237322,0.4531107412,0,0.6456263496,0.5126759119,0,0,0,0,0.6002336109,0,0.430845802,0,0,0.4083831254,0,0.5822918074,0,0.4356210846,0.5192455777,0.1876015628,0,0,0,0,0.3827389334,0,0,0,0,0.9815712453,0.653715901,1.4850307049,0,1.2200165678,0,0.2222392606,0.7838673822,0.474732595,0,0,0,0,0,0,0,0,0,0,0,0
Hsa-Mir-431_5p ,2.0255438441,0.8702606692,2.2678896311,17.650504325,17.9685854538,15.2405681818,2.3484741024,2.1694028863,5.3000518345,3.0640446615,1.8032525266,2.3782047052,3.1941053243,4.1366021867,6.4557570828,18.6855224171,4.8767076859,11.6824631154,19.0245022469,5.8640006606,7.231436159,8.7107729395,6.2291657764,4.5085600649,8.2071992036,11.5049864529,2.920300142,2.8379185268,3.6835337039,12.812810201,2.1835825165,7.6643634472,8.8709770972,5.2082369884,10.1258710057,5.4718848244,1.6473535814,3.2924446367,7.4626141687,3.7720665895,3.5784381719,1.8544308844,4.8676686825,1.4163423243,2.2529437526,16.2648411835,16.3648100657,36.3712724593,3.9040673823,6.1885655936,7.2838122186,1.2600595504,5.9235623514,6.0646777668,2.2140143789,7.2302805128,4.572636494,0.9567006838,1.6492271468,2.5238722257,4.4591696134,1.2432125037,1.5194991245,1.7431039539,1.4484724048,0.4596694632,1.1897340231,1.451597618,1.7057281764,0.6361408136,2.8698192588,0.5737368514,1.7259728187,2.5104438155,1.7916660908,0.7854982877,4.1334007396,1.7189142944,4.0912106184,9.590238416,2.1273735106,11.7479013792,2.5183699347,7.3991258673,9.6743587257,8.3836263585,12.6570102117,6.6377203059,4.0707595712,7.3384042613,7.8646215505,5.297299588,1.8611645679,2.2570418577,2.2570418577,5.3159228805,9.7075597622,2.7169055098,3.0644215839,6.3189236598,3.5594166957,11.1709127306,9.2425913834,2.5983226961,16.1602989234,17.8804096013,4.1768028722,2.8600617545,8.2107948232,4.4032125839,0.4677606497,2.2778965448,3.3841209311,4.4673270865,9.5356439391,4.1462292118,2.513113065,7.0286186609,6.3435503764,2.6757383115,10.330021593,6.664786855,5.9691744807,4.4121085908,14.165739148,4.2053470988,6.6025697201,5.7642024406,5.6009954261,4.505243202,3.7978540784,2.0419156272,13.7938169216,10.481252533,0.5469499065,6.5343162687,2.5962278886,2.4388203163,2.3585573177,9.8808295945,2.6384504908,4.0172399854,3.0619114671,4.9721011851,2.161921689,4.9496864374,5.860698522,10.5518908866,4.2491533562,4.8263497908,3.9961700706,8.946788164,21.4256457745,4.4447852113,10.1902759684,8.070454115,11.8504736857,8.9856287122,5.3911420595,0.9467258433,3.1966677935,4.414082099,6.0271000334,4.5410754245,4.0137502163,2.8971197994,1.5611695908,1.6722078059
